antecedent,consequent,support,confidence
"flow_Link_12=(291.6, 496.8]",class=1,1.3219766125080793e-05,0.421385688787928
"flow_Link_14=(-306.001, 39.6]",class=0,2.623591629136173e-05,0.6563096905641156
"flow_Link_27=(-230.401, -7.2]",class=0,2.5660701207752133e-05,0.6419202852413091
"flow_Link_33=(7.199, 79.2]",class=0,2.3858699972373386e-05,0.5968419712211893
"flow_Link_15=(-388.801, -43.2]",class=0,2.3833247977523403e-05,0.5962052718706227
"flow_Link_29=(79.199, 244.8]",class=0,2.3431106458893685e-05,0.5861454221316694
"flow_Link_23=(478.79900000000004, 1443.6]",class=0,2.3324208080523758e-05,0.5834712848592895
"flow_Link_28=(-126.001, 86.4]",class=0,2.3217309702153833e-05,0.5807971475869095
"flow_Link_34=(89.999, 320.4]",class=0,2.3196948106273845e-05,0.5802877881064561
"flow_Link_20=(795.599, 2268.0]",class=0,2.3084959328933927e-05,0.5774863109639629
"flow_Link_26=(-572.401, -273.6]",class=0,2.2815168183524115e-05,0.5707372978479562
"flow_Link_30=(151.2, 262.8]",class=0,2.263191382060424e-05,0.5661530625238762
"flow_Link_16=(79.199, 223.2]",class=0,2.200070434832468e-05,0.550362918629823
"flow_Link_31=(54.0, 97.2]",class=0,2.1400037269865096e-05,0.5353368139564497
"flow_Link_32=(-532.8, -46.8]",class=0,2.0677200616125602e-05,0.5172545524003566
"flow_Link_25=(219.599, 637.2]",class=0,2.0244516703675904e-05,0.5064306634407233
"flow_Link_32=(-46.8, 3.6]",class=0,1.9297702495256565e-05,0.48274544759964344
"flow_Link_13=(-226.80100000000002, 223.2]",class=0,1.8651221826067014e-05,0.46657328409525023
"flow_Link_13=(223.2, 302.4]",class=0,1.8590137038427054e-05,0.46504520565389024
"flow_Link_31=(-417.6, 54.0]",class=0,1.8574865841517067e-05,0.4646631860435502
"flow_Link_17=(-547.2, -421.2]",class=0,1.846796746314714e-05,0.46198904877117025
"flow_Link_24=(842.4, 1098.0]",class=0,1.845269626623715e-05,0.46160702916083024
"flow_Link_2=(2041.199, 5367.6]",class=0,1.8411973074477176e-05,0.4605883101999236
"flow_Link_2=(5367.6, 6988.8]",class=0,1.8376340281687205e-05,0.4596969311091303
"flow_Link_1=(5594.4, 7257.6]",class=0,1.8345797887867225e-05,0.45893289188845027
"flow_Link_1=(2167.1989999999996, 5594.4]",class=0,1.8299984297137258e-05,0.4577868330574303
"flow_Link_24=(313.199, 842.4]",class=0,1.8203266716707326e-05,0.45536737552527695
"flow_Link_25=(637.2, 838.8]",class=0,1.7526243653697795e-05,0.4384311728002037
"flow_Link_9=(870.0, 1119.6]",class=0,1.7449887669147848e-05,0.43652107474850377
"flow_Link_8=(1000.8, 1285.2]",class=0,1.7378622083567898e-05,0.4347383165669171
"flow_Link_30=(-284.4, 151.2]",class=0,1.7342989290777923e-05,0.4338469374761238
"flow_Link_18=(-1011.6, -781.2]",class=0,1.730735649798795e-05,0.43295555838533045
"flow_Link_19=(-1029.6, -795.6]",class=0,1.721572931652801e-05,0.43066344072329044
"flow_Link_7=(1152.0, 1476.0]",class=0,1.7078288544338106e-05,0.4272252642302305
"flow_Link_6=(1512.0, 1929.6]",class=0,1.6889943782448237e-05,0.4225136890360372
"flow_Link_16=(223.2, 295.2]",class=0,1.6839039792748275e-05,0.42124029033490384
"flow_Link_34=(320.4, 712.8]",class=0,1.6777955005108315e-05,0.41971221189354385
"flow_Link_28=(86.4, 266.4]",class=0,1.675759340922833e-05,0.4192028524130905
"flow_Link_17=(-421.2, -154.8]",class=0,1.6752503010258336e-05,0.4190755125429772
"flow_Link_5=(1789.2, 2271.6]",class=0,1.6711779818498363e-05,0.41805679358207054
"flow_Link_4=(1980.0, 2512.8]",class=0,1.667105662673839e-05,0.4170380746211639
"flow_Link_23=(1443.6, 2566.8]",class=0,1.6650695030858406e-05,0.41652871514071055
"flow_Link_3=(2012.4, 2552.4]",class=0,1.6579429445278456e-05,0.4147459569591239
"flow_Link_20=(2268.0, 3196.8]",class=0,1.6548887051458476e-05,0.4139819177384439
"flow_Link_29=(244.8, 1432.8]",class=0,1.654379665248848e-05,0.4138545778683306
"flow_Link_15=(-43.2, 39.6]",class=0,1.614165513385876e-05,0.40379472812937733
"flow_Link_33=(79.2, 554.4]",class=0,1.6116203139008777e-05,0.40315802877881063
"flow_Link_22=(108.0, 140.4]",class=0,1.6060208750338818e-05,0.401757290207564
"flow_Link_10=(511.2, 651.6]",class=0,1.5953310371968894e-05,0.399083152935184
"flow_Link_12=(223.2, 291.6]",class=0,1.5932948776088906e-05,0.39857379345473065
"flow_Link_11=(378.0, 482.4]",class=0,1.5800598402868996e-05,0.39526295683178403
"flow_Link_9=(331.199, 870.0]",class=0,1.5652976832739102e-05,0.3915701005984974
"flow_Link_7=(453.59900000000005, 1152.0]",class=0,1.5556259252309167e-05,0.38915064306634406
"flow_Link_8=(392.399, 1000.8]",class=0,1.554098805539918e-05,0.38876862345600405
"flow_Link_18=(-781.2, -280.8]",class=0,1.5520626459519192e-05,0.3882592639755508
"flow_Link_21=(363.6, 464.4]",class=0,1.5515536060549197e-05,0.3881319241054374
"flow_Link_19=(-795.6, -284.4]",class=0,1.5464632070849232e-05,0.3868585254043041
"flow_Link_6=(608.399, 1512.0]",class=0,1.530682970277934e-05,0.38291098943079077
"flow_Link_5=(752.399, 1789.2]",class=0,1.5210112122349408e-05,0.38049153189863744
"flow_Link_4=(831.599, 1980.0]",class=0,1.5154117733679448e-05,0.3790907933273908
"flow_Link_3=(842.399, 2012.4]",class=0,1.5143936935739454e-05,0.3788361135871641
"flow_Link_11=(151.19899999999998, 378.0]",class=0,1.4767247411959717e-05,0.36941296319877753
"flow_Link_10=(212.399, 511.2]",class=0,1.4639987437709806e-05,0.36622946644594423
"flow_Link_22=(43.199000000000005, 108.0]",class=0,1.4441461877879945e-05,0.36126321151152424
"flow_Link_21=(143.999, 363.6]",class=0,1.4339653898480015e-05,0.3587164141092576
"flow_Link_12=(79.199, 223.2]",class=0,1.4329473100540022e-05,0.35846173436903095
"flow_Link_27=(-7.2, 183.6]",class=0,1.4314201903630032e-05,0.35807971475869094
"flow_Link_14=(39.6, 126.0]",class=0,1.3738986820020433e-05,0.34369030943588436
"flow_Link_26=(-273.6, -140.4]",class=0,1.3357206897270698e-05,0.33413981917738445
