antecedent,consequent,support,confidence,ant_len,readable
"('demand_Node_12=(147.6, 187.2]',)",class=0,1.801793463992215e-05,0.3944112938436909,1,"demand_Node_12=(147.6, 187.2] → class=0"
"('demand_Node_24=(205.2, 259.2]',)",class=0,1.7958096480601374e-05,0.39310144083830595,1,"demand_Node_24=(205.2, 259.2] → class=0"
"('demand_Node_30=(35.999, 93.6]',)",class=0,1.7884960952542647e-05,0.39150050938727987,1,"demand_Node_30=(35.999, 93.6] → class=0"
"('demand_Node_7=(356.4, 450.0]',)",class=0,1.7838420161959825e-05,0.390481734827536,1,"demand_Node_7=(356.4, 450.0] → class=0"
"('demand_Node_6=(273.6, 342.0]',)",class=0,1.7818474108852896e-05,0.39004511715907436,1,"demand_Node_6=(273.6, 342.0] → class=0"
"('demand_Node_18=(352.8, 464.4]',)",class=0,1.7718743843318275e-05,0.3878620288167661,1,"demand_Node_18=(352.8, 464.4] → class=0"
"('demand_Node_10=(122.4, 162.0]',)",class=0,1.761901357778365e-05,0.3856789404744579,1,"demand_Node_10=(122.4, 162.0] → class=0"
"('demand_Node_21=(255.6, 324.0]',)",class=0,1.753922936535595e-05,0.38393246980061124,1,"demand_Node_21=(255.6, 324.0] → class=0"
"('demand_Node_11=(53.999, 133.2]',)",class=0,1.732647146554875e-05,0.37927521467035363,1,"demand_Node_11=(53.999, 133.2] → class=0"
"('demand_Node_2=(111.59899999999999, 223.2]',)",class=0,1.7186849093800276e-05,0.3762188909911221,1,"demand_Node_2=(111.59899999999999, 223.2] → class=0"
"('demand_Node_20=(345.6, 432.0]',)",class=0,1.716690304069335e-05,0.37578227332266045,1,"demand_Node_20=(345.6, 432.0] → class=0"
"('demand_Node_5=(187.2, 237.6]',)",class=0,1.7140308303217454e-05,0.37520011643137824,1,"demand_Node_5=(187.2, 237.6] → class=0"
"('demand_Node_15=(28.799, 75.6]',)",class=0,1.712036225011053e-05,0.3747634987629166,1,"demand_Node_15=(28.799, 75.6] → class=0"
"('demand_Node_9=(53.999, 129.6]',)",class=0,1.7107064881372577e-05,0.3744724203172755,1,"demand_Node_9=(53.999, 129.6] → class=0"
"('demand_Node_6=(125.999, 273.6]',)",class=0,1.7047226722051802e-05,0.37316256731189057,1,"demand_Node_6=(125.999, 273.6] → class=0"
"('demand_Node_20=(143.999, 345.6]',)",class=0,1.7033929353313853e-05,0.37287148886624943,1,"demand_Node_20=(143.999, 345.6] → class=0"
"('demand_Node_5=(71.999, 187.2]',)",class=0,1.697409119399308e-05,0.3715616358608645,1,"demand_Node_5=(71.999, 187.2] → class=0"
"('demand_Node_11=(133.2, 165.6]',)",class=0,1.697409119399308e-05,0.3715616358608645,1,"demand_Node_11=(133.2, 165.6] → class=0"
"('demand_Node_17=(194.4, 252.0]',)",class=0,1.6954145140886154e-05,0.37112501819240284,1,"demand_Node_17=(194.4, 252.0] → class=0"
"('demand_Node_24=(82.79899999999999, 205.2]',)",class=0,1.6867712244089478e-05,0.3692330082957357,1,"demand_Node_24=(82.79899999999999, 205.2] → class=0"
"('demand_Node_30=(93.6, 118.8]',)",class=0,1.6841117506613577e-05,0.36865085140445353,1,"demand_Node_30=(93.6, 118.8] → class=0"
"('demand_Node_2=(223.2, 273.6]',)",class=0,1.682782013787563e-05,0.3683597729588124,1,"demand_Node_2=(223.2, 273.6] → class=0"
"('demand_Node_21=(97.199, 255.6]',)",class=0,1.6807874084768704e-05,0.36792315529035075,1,"demand_Node_21=(97.199, 255.6] → class=0"
"('demand_Node_7=(154.799, 356.4]',)",class=0,1.6807874084768704e-05,0.36792315529035075,1,"demand_Node_7=(154.799, 356.4] → class=0"
"('demand_Node_12=(61.199000000000005, 147.6]',)",class=0,1.665495434428228e-05,0.3645757531654781,1,"demand_Node_12=(61.199000000000005, 147.6] → class=0"
"('demand_Node_28=(25.198999999999998, 64.8]',)",class=0,1.660176486933048e-05,0.3634114393829137,1,"demand_Node_28=(25.198999999999998, 64.8] → class=0"
"('demand_Node_27=(25.198999999999998, 82.8]',)",class=0,1.6581818816223557e-05,0.36297482171445206,1,"demand_Node_27=(25.198999999999998, 82.8] → class=0"
"('demand_Node_22=(43.199000000000005, 108.0]',)",class=0,1.657517013185458e-05,0.3628292824916315,1,"demand_Node_22=(43.199000000000005, 108.0] → class=0"
"('demand_Node_8=(53.999, 144.0]',)",class=0,1.6555224078747656e-05,0.36239266482316984,1,"demand_Node_8=(53.999, 144.0] → class=0"
"('demand_Node_3=(79.199, 212.4]',)",class=0,1.6488737235057906e-05,0.36093727259496433,1,"demand_Node_3=(79.199, 212.4] → class=0"
"('demand_Node_17=(64.79899999999999, 194.4]',)",class=0,1.6395655653892257e-05,0.35889972347547666,1,"demand_Node_17=(64.79899999999999, 194.4] → class=0"
"('demand_Node_18=(115.199, 352.8]',)",class=0,1.638900696952328e-05,0.3587541842526561,1,"demand_Node_18=(115.199, 352.8] → class=0"
"('demand_Node_13=(79.199, 223.2]',)",class=0,1.6382358285154305e-05,0.3586086450298355,1,"demand_Node_13=(79.199, 223.2] → class=0"
"('demand_Node_26=(97.199, 241.2]',)",class=0,1.6375709600785332e-05,0.358463105807015,1,"demand_Node_26=(97.199, 241.2] → class=0"
"('demand_Node_10=(35.999, 122.4]',)",class=0,1.6302574072726606e-05,0.35686217435598894,1,"demand_Node_10=(35.999, 122.4] → class=0"
"('demand_Node_23=(79.199, 241.2]',)",class=0,1.6229438544667882e-05,0.3552612429049629,1,"demand_Node_23=(79.199, 241.2] → class=0"
"('demand_Node_29=(28.799, 86.4]',)",class=0,1.6083167488550435e-05,0.35205938000291076,1,"demand_Node_29=(28.799, 86.4] → class=0"
"('demand_Node_32=(75.59899999999999, 198.0]',)",class=0,1.6056572751074534e-05,0.3514772231116286,1,"demand_Node_32=(75.59899999999999, 198.0] → class=0"
"('demand_Node_14=(53.999, 165.6]',)",class=0,1.6049924066705558e-05,0.35133168388880803,1,"demand_Node_14=(53.999, 165.6] → class=0"
"('demand_Node_31=(25.2, 32.4]',)",class=0,1.603662669796761e-05,0.35104060544316695,1,"demand_Node_31=(25.2, 32.4] → class=0"
"('demand_Node_16=(79.2, 97.2]',)",class=0,1.5963491169908883e-05,0.3494396739921409,1,"demand_Node_16=(79.2, 97.2] → class=0"
"('demand_Node_19=(14.4, 18.0]',)",class=0,1.492629640834879e-05,0.32673555523213504,1,"demand_Node_19=(14.4, 18.0] → class=0"
