antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,score
frozenset({'flow_Link_29_flow_Link_29_bin4'}),"frozenset({'flow_Link_32_flow_Link_32_bin0', 'leak_label=1.0', 'flow_Link_11_flow_Link_11_bin0'})",0.42442922374429226,0.42345890410958903,0.42345890410958903,0.9977138246369015,2.35610543302851,1.0,0.24373057015074748,252.1858581788817,1.0,0.9977138246369016,0.9960346705908835,0.9988569123184508,1.4211727287464906
frozenset({'flow_Link_32_flow_Link_32_bin0'}),"frozenset({'leak_label=1.0', 'flow_Link_29_flow_Link_29_bin4', 'flow_Link_11_flow_Link_11_bin0'})",0.42442922374429226,0.42345890410958903,0.42345890410958903,0.9977138246369015,2.35610543302851,1.0,0.24373057015074748,252.1858581788817,1.0,0.9977138246369016,0.9960346705908835,0.9988569123184508,1.4211727287464906
"frozenset({'flow_Link_32_flow_Link_32_bin0', 'flow_Link_29_flow_Link_29_bin4'})","frozenset({'leak_label=1.0', 'flow_Link_11_flow_Link_11_bin0'})",0.42442922374429226,0.42345890410958903,0.42345890410958903,0.9977138246369015,2.35610543302851,1.0,0.24373057015074748,252.1858581788817,1.0,0.9977138246369016,0.9960346705908835,0.9988569123184508,1.4211727287464906
frozenset({'flow_Link_29_flow_Link_29_bin4'}),"frozenset({'leak_label=1.0', 'flow_Link_11_flow_Link_11_bin0'})",0.42442922374429226,0.42345890410958903,0.42345890410958903,0.9977138246369015,2.35610543302851,1.0,0.24373057015074748,252.1858581788817,1.0,0.9977138246369016,0.9960346705908835,0.9988569123184508,1.4211727287464906
frozenset({'flow_Link_32_flow_Link_32_bin0'}),"frozenset({'leak_label=1.0', 'flow_Link_11_flow_Link_11_bin0'})",0.42442922374429226,0.42345890410958903,0.42345890410958903,0.9977138246369015,2.35610543302851,1.0,0.24373057015074748,252.1858581788817,1.0,0.9977138246369016,0.9960346705908835,0.9988569123184508,1.4211727287464906
"frozenset({'flow_Link_9_flow_Link_9_bin1', 'flow_Link_29_flow_Link_29_bin4', 'flow_Link_11_flow_Link_11_bin0'})","frozenset({'flow_Link_32_flow_Link_32_bin0', 'leak_label=1.0'})",0.28447488584474884,0.42442922374429226,0.28447488584474884,1.0,2.35610543302851,1.0,0.16373543087091594,inf,0.8044033184428844,0.6702528240989778,1.0,0.835126412049489,1.2844748858447488
"frozenset({'flow_Link_9_flow_Link_9_bin1', 'flow_Link_29_flow_Link_29_bin4', 'flow_Link_11_flow_Link_11_bin0'})",frozenset({'leak_label=1.0'}),0.28447488584474884,0.4397260273972603,0.28447488584474884,1.0,2.2741433021806854,1.0,0.15938387439794832,inf,0.7830248883216335,0.6469366562824507,1.0,0.8234683281412253,1.2844748858447488
"frozenset({'flow_Link_9_flow_Link_9_bin1', 'flow_Link_32_flow_Link_32_bin0', 'flow_Link_11_flow_Link_11_bin0'})","frozenset({'leak_label=1.0', 'flow_Link_29_flow_Link_29_bin4'})",0.28447488584474884,0.42442922374429226,0.28447488584474884,1.0,2.35610543302851,1.0,0.16373543087091594,inf,0.8044033184428844,0.6702528240989778,1.0,0.835126412049489,1.2844748858447488
"frozenset({'flow_Link_9_flow_Link_9_bin1', 'flow_Link_32_flow_Link_32_bin0'})","frozenset({'leak_label=1.0', 'flow_Link_29_flow_Link_29_bin4', 'flow_Link_11_flow_Link_11_bin0'})",0.28447488584474884,0.42345890410958903,0.28447488584474884,1.0,2.3615042458552367,1.0,0.16401146243823106,inf,0.8057594128908742,0.6717886507615581,1.0,0.8358943253807791,1.2844748858447488
"frozenset({'flow_Link_9_flow_Link_9_bin1', 'flow_Link_32_flow_Link_32_bin0', 'flow_Link_29_flow_Link_29_bin4'})","frozenset({'leak_label=1.0', 'flow_Link_11_flow_Link_11_bin0'})",0.28447488584474884,0.42345890410958903,0.28447488584474884,1.0,2.3615042458552367,1.0,0.16401146243823106,inf,0.8057594128908742,0.6717886507615581,1.0,0.8358943253807791,1.2844748858447488
"frozenset({'flow_Link_9_flow_Link_9_bin1', 'flow_Link_32_flow_Link_32_bin0', 'flow_Link_29_flow_Link_29_bin4', 'flow_Link_11_flow_Link_11_bin0'})",frozenset({'leak_label=1.0'}),0.28447488584474884,0.4397260273972603,0.28447488584474884,1.0,2.2741433021806854,1.0,0.15938387439794832,inf,0.7830248883216335,0.6469366562824507,1.0,0.8234683281412253,1.2844748858447488
"frozenset({'flow_Link_9_flow_Link_9_bin1', 'flow_Link_29_flow_Link_29_bin4'})","frozenset({'leak_label=1.0', 'flow_Link_11_flow_Link_11_bin0'})",0.28447488584474884,0.42345890410958903,0.28447488584474884,1.0,2.3615042458552367,1.0,0.16401146243823106,inf,0.8057594128908742,0.6717886507615581,1.0,0.8358943253807791,1.2844748858447488
"frozenset({'flow_Link_9_flow_Link_9_bin1', 'flow_Link_29_flow_Link_29_bin4'})","frozenset({'flow_Link_32_flow_Link_32_bin0', 'leak_label=1.0', 'flow_Link_11_flow_Link_11_bin0'})",0.28447488584474884,0.42345890410958903,0.28447488584474884,1.0,2.3615042458552367,1.0,0.16401146243823106,inf,0.8057594128908742,0.6717886507615581,1.0,0.8358943253807791,1.2844748858447488
"frozenset({'flow_Link_9_flow_Link_9_bin1', 'flow_Link_29_flow_Link_29_bin4'})","frozenset({'flow_Link_32_flow_Link_32_bin0', 'leak_label=1.0'})",0.28447488584474884,0.42442922374429226,0.28447488584474884,1.0,2.35610543302851,1.0,0.16373543087091594,inf,0.8044033184428844,0.6702528240989778,1.0,0.835126412049489,1.2844748858447488
"frozenset({'flow_Link_9_flow_Link_9_bin1', 'flow_Link_32_flow_Link_32_bin0', 'flow_Link_29_flow_Link_29_bin4'})",frozenset({'leak_label=1.0'}),0.28447488584474884,0.4397260273972603,0.28447488584474884,1.0,2.2741433021806854,1.0,0.15938387439794832,inf,0.7830248883216335,0.6469366562824507,1.0,0.8234683281412253,1.2844748858447488
"frozenset({'flow_Link_9_flow_Link_9_bin1', 'flow_Link_29_flow_Link_29_bin4'})",frozenset({'leak_label=1.0'}),0.28447488584474884,0.4397260273972603,0.28447488584474884,1.0,2.2741433021806854,1.0,0.15938387439794832,inf,0.7830248883216335,0.6469366562824507,1.0,0.8234683281412253,1.2844748858447488
"frozenset({'flow_Link_9_flow_Link_9_bin1', 'flow_Link_32_flow_Link_32_bin0'})","frozenset({'leak_label=1.0', 'flow_Link_11_flow_Link_11_bin0'})",0.28447488584474884,0.42345890410958903,0.28447488584474884,1.0,2.3615042458552367,1.0,0.16401146243823106,inf,0.8057594128908742,0.6717886507615581,1.0,0.8358943253807791,1.2844748858447488
"frozenset({'flow_Link_9_flow_Link_9_bin1', 'flow_Link_32_flow_Link_32_bin0', 'flow_Link_11_flow_Link_11_bin0'})",frozenset({'leak_label=1.0'}),0.28447488584474884,0.4397260273972603,0.28447488584474884,1.0,2.2741433021806854,1.0,0.15938387439794832,inf,0.7830248883216335,0.6469366562824507,1.0,0.8234683281412253,1.2844748858447488
"frozenset({'flow_Link_9_flow_Link_9_bin1', 'flow_Link_32_flow_Link_32_bin0'})",frozenset({'leak_label=1.0'}),0.28447488584474884,0.4397260273972603,0.28447488584474884,1.0,2.2741433021806854,1.0,0.15938387439794832,inf,0.7830248883216335,0.6469366562824507,1.0,0.8234683281412253,1.2844748858447488
"frozenset({'flow_Link_9_flow_Link_9_bin1', 'flow_Link_32_flow_Link_32_bin0'})","frozenset({'leak_label=1.0', 'flow_Link_29_flow_Link_29_bin4'})",0.28447488584474884,0.42442922374429226,0.28447488584474884,1.0,2.35610543302851,1.0,0.16373543087091594,inf,0.8044033184428844,0.6702528240989778,1.0,0.835126412049489,1.2844748858447488
"frozenset({'flow_Link_32_flow_Link_32_bin0', 'flow_Link_11_flow_Link_11_bin0', 'flow_Link_29_flow_Link_29_bin4', 'flow_Link_30_flow_Link_30_bin0'})",frozenset({'leak_label=1.0'}),0.28042237442922374,0.4397260273972603,0.28042237442922374,1.0,2.2741433021806854,1.0,0.1571133577281541,inf,0.7786150551281034,0.6377206645898233,1.0,0.8188603322949117,1.2804223744292238
"frozenset({'flow_Link_32_flow_Link_32_bin0', 'flow_Link_11_flow_Link_11_bin0', 'flow_Link_30_flow_Link_30_bin0'})",frozenset({'leak_label=1.0'}),0.28042237442922374,0.4397260273972603,0.28042237442922374,1.0,2.2741433021806854,1.0,0.1571133577281541,inf,0.7786150551281034,0.6377206645898233,1.0,0.8188603322949117,1.2804223744292238
"frozenset({'flow_Link_32_flow_Link_32_bin0', 'flow_Link_30_flow_Link_30_bin0'})","frozenset({'leak_label=1.0', 'flow_Link_11_flow_Link_11_bin0'})",0.28042237442922374,0.42345890410958903,0.28042237442922374,1.0,2.3615042458552367,1.0,0.16167502306561582,inf,0.8012215435868963,0.6622186278474188,1.0,0.8311093139237093,1.2804223744292238
"frozenset({'flow_Link_11_flow_Link_11_bin0', 'flow_Link_30_flow_Link_30_bin0'})","frozenset({'flow_Link_32_flow_Link_32_bin0', 'leak_label=1.0'})",0.28042237442922374,0.42442922374429226,0.28042237442922374,1.0,2.35610543302851,1.0,0.16140292372969706,inf,0.7998730863805824,0.6607046799354492,1.0,0.8303523399677246,1.2804223744292238
frozenset({'flow_Link_30_flow_Link_30_bin0'}),"frozenset({'flow_Link_32_flow_Link_32_bin0', 'leak_label=1.0', 'flow_Link_11_flow_Link_11_bin0'})",0.28042237442922374,0.42345890410958903,0.28042237442922374,1.0,2.3615042458552367,1.0,0.16167502306561582,inf,0.8012215435868963,0.6622186278474188,1.0,0.8311093139237093,1.2804223744292238
"frozenset({'flow_Link_32_flow_Link_32_bin0', 'flow_Link_11_flow_Link_11_bin0', 'flow_Link_30_flow_Link_30_bin0'})","frozenset({'leak_label=1.0', 'flow_Link_29_flow_Link_29_bin4'})",0.28042237442922374,0.42442922374429226,0.28042237442922374,1.0,2.35610543302851,1.0,0.16140292372969706,inf,0.7998730863805824,0.6607046799354492,1.0,0.8303523399677246,1.2804223744292238
"frozenset({'flow_Link_32_flow_Link_32_bin0', 'flow_Link_29_flow_Link_29_bin4', 'flow_Link_30_flow_Link_30_bin0'})","frozenset({'leak_label=1.0', 'flow_Link_11_flow_Link_11_bin0'})",0.28042237442922374,0.42345890410958903,0.28042237442922374,1.0,2.3615042458552367,1.0,0.16167502306561582,inf,0.8012215435868963,0.6622186278474188,1.0,0.8311093139237093,1.2804223744292238
"frozenset({'flow_Link_11_flow_Link_11_bin0', 'flow_Link_29_flow_Link_29_bin4', 'flow_Link_30_flow_Link_30_bin0'})","frozenset({'flow_Link_32_flow_Link_32_bin0', 'leak_label=1.0'})",0.28042237442922374,0.42442922374429226,0.28042237442922374,1.0,2.35610543302851,1.0,0.16140292372969706,inf,0.7998730863805824,0.6607046799354492,1.0,0.8303523399677246,1.2804223744292238
"frozenset({'flow_Link_11_flow_Link_11_bin0', 'flow_Link_30_flow_Link_30_bin0'})","frozenset({'leak_label=1.0', 'flow_Link_29_flow_Link_29_bin4'})",0.28042237442922374,0.42442922374429226,0.28042237442922374,1.0,2.35610543302851,1.0,0.16140292372969706,inf,0.7998730863805824,0.6607046799354492,1.0,0.8303523399677246,1.2804223744292238
"frozenset({'flow_Link_29_flow_Link_29_bin4', 'flow_Link_30_flow_Link_30_bin0'})","frozenset({'flow_Link_32_flow_Link_32_bin0', 'leak_label=1.0', 'flow_Link_11_flow_Link_11_bin0'})",0.28042237442922374,0.42345890410958903,0.28042237442922374,1.0,2.3615042458552367,1.0,0.16167502306561582,inf,0.8012215435868963,0.6622186278474188,1.0,0.8311093139237093,1.2804223744292238
"frozenset({'flow_Link_32_flow_Link_32_bin0', 'flow_Link_30_flow_Link_30_bin0'})","frozenset({'leak_label=1.0', 'flow_Link_29_flow_Link_29_bin4', 'flow_Link_11_flow_Link_11_bin0'})",0.28042237442922374,0.42345890410958903,0.28042237442922374,1.0,2.3615042458552367,1.0,0.16167502306561582,inf,0.8012215435868963,0.6622186278474188,1.0,0.8311093139237093,1.2804223744292238
"frozenset({'flow_Link_11_flow_Link_11_bin0', 'flow_Link_30_flow_Link_30_bin0'})","frozenset({'flow_Link_32_flow_Link_32_bin0', 'leak_label=1.0', 'flow_Link_29_flow_Link_29_bin4'})",0.28042237442922374,0.42442922374429226,0.28042237442922374,1.0,2.35610543302851,1.0,0.16140292372969706,inf,0.7998730863805824,0.6607046799354492,1.0,0.8303523399677246,1.2804223744292238
frozenset({'flow_Link_30_flow_Link_30_bin0'}),"frozenset({'leak_label=1.0', 'flow_Link_29_flow_Link_29_bin4', 'flow_Link_11_flow_Link_11_bin0'})",0.28042237442922374,0.42345890410958903,0.28042237442922374,1.0,2.3615042458552367,1.0,0.16167502306561582,inf,0.8012215435868963,0.6622186278474188,1.0,0.8311093139237093,1.2804223744292238
frozenset({'flow_Link_30_flow_Link_30_bin0'}),"frozenset({'flow_Link_32_flow_Link_32_bin0', 'leak_label=1.0', 'flow_Link_29_flow_Link_29_bin4'})",0.28042237442922374,0.42442922374429226,0.28042237442922374,1.0,2.35610543302851,1.0,0.16140292372969706,inf,0.7998730863805824,0.6607046799354492,1.0,0.8303523399677246,1.2804223744292238
"frozenset({'flow_Link_29_flow_Link_29_bin4', 'flow_Link_30_flow_Link_30_bin0'})","frozenset({'leak_label=1.0', 'flow_Link_11_flow_Link_11_bin0'})",0.28042237442922374,0.42345890410958903,0.28042237442922374,1.0,2.3615042458552367,1.0,0.16167502306561582,inf,0.8012215435868963,0.6622186278474188,1.0,0.8311093139237093,1.2804223744292238
"frozenset({'flow_Link_30_flow_Link_30_bin0', 'flow_Link_29_flow_Link_29_bin4', 'flow_Link_11_flow_Link_11_bin0'})",frozenset({'leak_label=1.0'}),0.28042237442922374,0.4397260273972603,0.28042237442922374,1.0,2.2741433021806854,1.0,0.1571133577281541,inf,0.7786150551281034,0.6377206645898233,1.0,0.8188603322949117,1.2804223744292238
"frozenset({'flow_Link_29_flow_Link_29_bin4', 'flow_Link_30_flow_Link_30_bin0'})","frozenset({'flow_Link_32_flow_Link_32_bin0', 'leak_label=1.0'})",0.28042237442922374,0.42442922374429226,0.28042237442922374,1.0,2.35610543302851,1.0,0.16140292372969706,inf,0.7998730863805824,0.6607046799354492,1.0,0.8303523399677246,1.2804223744292238
"frozenset({'flow_Link_32_flow_Link_32_bin0', 'flow_Link_30_flow_Link_30_bin0'})","frozenset({'leak_label=1.0', 'flow_Link_29_flow_Link_29_bin4'})",0.28042237442922374,0.42442922374429226,0.28042237442922374,1.0,2.35610543302851,1.0,0.16140292372969706,inf,0.7998730863805824,0.6607046799354492,1.0,0.8303523399677246,1.2804223744292238
"frozenset({'flow_Link_32_flow_Link_32_bin0', 'flow_Link_29_flow_Link_29_bin4', 'flow_Link_30_flow_Link_30_bin0'})",frozenset({'leak_label=1.0'}),0.28042237442922374,0.4397260273972603,0.28042237442922374,1.0,2.2741433021806854,1.0,0.1571133577281541,inf,0.7786150551281034,0.6377206645898233,1.0,0.8188603322949117,1.2804223744292238
frozenset({'flow_Link_30_flow_Link_30_bin0'}),"frozenset({'leak_label=1.0', 'flow_Link_11_flow_Link_11_bin0'})",0.28042237442922374,0.42345890410958903,0.28042237442922374,1.0,2.3615042458552367,1.0,0.16167502306561582,inf,0.8012215435868963,0.6622186278474188,1.0,0.8311093139237093,1.2804223744292238
"frozenset({'flow_Link_11_flow_Link_11_bin0', 'flow_Link_30_flow_Link_30_bin0'})",frozenset({'leak_label=1.0'}),0.28042237442922374,0.4397260273972603,0.28042237442922374,1.0,2.2741433021806854,1.0,0.1571133577281541,inf,0.7786150551281034,0.6377206645898233,1.0,0.8188603322949117,1.2804223744292238
frozenset({'flow_Link_30_flow_Link_30_bin0'}),"frozenset({'flow_Link_32_flow_Link_32_bin0', 'leak_label=1.0'})",0.28042237442922374,0.42442922374429226,0.28042237442922374,1.0,2.35610543302851,1.0,0.16140292372969706,inf,0.7998730863805824,0.6607046799354492,1.0,0.8303523399677246,1.2804223744292238
"frozenset({'flow_Link_32_flow_Link_32_bin0', 'flow_Link_30_flow_Link_30_bin0'})",frozenset({'leak_label=1.0'}),0.28042237442922374,0.4397260273972603,0.28042237442922374,1.0,2.2741433021806854,1.0,0.1571133577281541,inf,0.7786150551281034,0.6377206645898233,1.0,0.8188603322949117,1.2804223744292238
frozenset({'flow_Link_30_flow_Link_30_bin0'}),"frozenset({'leak_label=1.0', 'flow_Link_29_flow_Link_29_bin4'})",0.28042237442922374,0.42442922374429226,0.28042237442922374,1.0,2.35610543302851,1.0,0.16140292372969706,inf,0.7998730863805824,0.6607046799354492,1.0,0.8303523399677246,1.2804223744292238
"frozenset({'flow_Link_29_flow_Link_29_bin4', 'flow_Link_30_flow_Link_30_bin0'})",frozenset({'leak_label=1.0'}),0.28042237442922374,0.4397260273972603,0.28042237442922374,1.0,2.2741433021806854,1.0,0.1571133577281541,inf,0.7786150551281034,0.6377206645898233,1.0,0.8188603322949117,1.2804223744292238
frozenset({'flow_Link_30_flow_Link_30_bin0'}),frozenset({'leak_label=1.0'}),0.28042237442922374,0.4397260273972603,0.28042237442922374,1.0,2.2741433021806854,1.0,0.1571133577281541,inf,0.7786150551281034,0.6377206645898233,1.0,0.8188603322949117,1.2804223744292238
frozenset({'flow_Link_30_flow_Link_30_bin0'}),"frozenset({'flow_Link_32_flow_Link_32_bin0', 'leak_label=1.0', 'flow_Link_29_flow_Link_29_bin4', 'flow_Link_11_flow_Link_11_bin0'})",0.28042237442922374,0.42345890410958903,0.28042237442922374,1.0,2.3615042458552367,1.0,0.16167502306561582,inf,0.8012215435868963,0.6622186278474188,1.0,0.8311093139237093,1.2804223744292238
"frozenset({'flow_Link_32_flow_Link_32_bin4', 'flow_Link_11_flow_Link_11_bin0'})",frozenset({'leak_label=0.0'}),0.5602739726027397,0.5602739726027397,0.5602739726027397,1.0,1.7848410757946211,1.0,0.2463670482266842,inf,1.0000000000000002,1.0,1.0,1.0,1.5602739726027397
"frozenset({'flow_Link_29_flow_Link_29_bin0', 'flow_Link_11_flow_Link_11_bin0'})",frozenset({'leak_label=0.0'}),0.5575913242009133,0.5602739726027397,0.5575913242009133,1.0,1.7848410757946211,1.0,0.24518741790204546,inf,0.9939362662882211,0.9952118989405057,1.0,0.9976059494702527,1.5575913242009132
"frozenset({'flow_Link_29_flow_Link_29_bin0', 'flow_Link_32_flow_Link_32_bin4', 'flow_Link_11_flow_Link_11_bin0'})",frozenset({'leak_label=0.0'}),0.5575913242009133,0.5602739726027397,0.5575913242009133,1.0,1.7848410757946211,1.0,0.24518741790204546,inf,0.9939362662882211,0.9952118989405057,1.0,0.9976059494702527,1.5575913242009132
"frozenset({'flow_Link_29_flow_Link_29_bin0', 'flow_Link_11_flow_Link_11_bin0'})","frozenset({'flow_Link_32_flow_Link_32_bin4', 'leak_label=0.0'})",0.5575913242009133,0.5602739726027397,0.5575913242009133,1.0,1.7848410757946211,1.0,0.24518741790204546,inf,0.9939362662882211,0.9952118989405057,1.0,0.9976059494702527,1.5575913242009132
"frozenset({'flow_Link_32_flow_Link_32_bin4', 'flow_Link_11_flow_Link_11_bin0'})","frozenset({'flow_Link_29_flow_Link_29_bin0', 'leak_label=0.0'})",0.5602739726027397,0.5575913242009133,0.5575913242009133,0.9952118989405054,1.7848410757946211,1.0,0.24518741790204546,92.39752258816937,1.0,0.9952118989405057,0.9891771989985364,0.9976059494702527,1.5528032231414186
frozenset({'flow_Link_32_flow_Link_32_bin4'}),frozenset({'leak_label=0.0'}),0.5755707762557077,0.5602739726027397,0.5602739726027397,0.9734232447441491,1.7374057913526377,1.0,0.23779664727591165,16.54551216520136,0.9999999999999999,0.9734232447441493,0.9395606500412114,0.9867116223720745,1.5336972173468888
frozenset({'flow_Link_32_flow_Link_32_bin4'}),"frozenset({'leak_label=0.0', 'flow_Link_11_flow_Link_11_bin0'})",0.5755707762557077,0.5602739726027397,0.5602739726027397,0.9734232447441491,1.7374057913526377,1.0,0.23779664727591165,16.54551216520136,0.9999999999999999,0.9734232447441493,0.9395606500412114,0.9867116223720745,1.5336972173468888
frozenset({'flow_Link_29_flow_Link_29_bin0'}),"frozenset({'flow_Link_32_flow_Link_32_bin4', 'leak_label=0.0', 'flow_Link_11_flow_Link_11_bin0'})",0.5728881278538813,0.5602739726027397,0.5575913242009133,0.9732987944604962,1.7371836673744798,1.0,0.23661701695127296,16.468396033530976,0.9935467880811686,0.9687623958746531,0.9392776322621875,0.9842553467005009,1.5308901186614094
frozenset({'flow_Link_29_flow_Link_29_bin0'}),"frozenset({'leak_label=0.0', 'flow_Link_11_flow_Link_11_bin0'})",0.5728881278538813,0.5602739726027397,0.5575913242009133,0.9732987944604962,1.7371836673744798,1.0,0.23661701695127296,16.468396033530976,0.9935467880811686,0.9687623958746531,0.9392776322621875,0.9842553467005009,1.5308901186614094
"frozenset({'flow_Link_29_flow_Link_29_bin0', 'flow_Link_32_flow_Link_32_bin4'})",frozenset({'leak_label=0.0'}),0.5728881278538813,0.5602739726027397,0.5575913242009133,0.9732987944604962,1.7371836673744798,1.0,0.23661701695127296,16.468396033530976,0.9935467880811686,0.9687623958746531,0.9392776322621875,0.9842553467005009,1.5308901186614094
frozenset({'flow_Link_29_flow_Link_29_bin0'}),"frozenset({'flow_Link_32_flow_Link_32_bin4', 'leak_label=0.0'})",0.5728881278538813,0.5602739726027397,0.5575913242009133,0.9732987944604962,1.7371836673744798,1.0,0.23661701695127296,16.468396033530976,0.9935467880811686,0.9687623958746531,0.9392776322621875,0.9842553467005009,1.5308901186614094
frozenset({'flow_Link_29_flow_Link_29_bin0'}),frozenset({'leak_label=0.0'}),0.5728881278538813,0.5602739726027397,0.5575913242009133,0.9732987944604962,1.7371836673744798,1.0,0.23661701695127296,16.468396033530976,0.9935467880811686,0.9687623958746531,0.9392776322621875,0.9842553467005009,1.5308901186614094
"frozenset({'flow_Link_29_flow_Link_29_bin0', 'flow_Link_32_flow_Link_32_bin4'})","frozenset({'leak_label=0.0', 'flow_Link_11_flow_Link_11_bin0'})",0.5728881278538813,0.5602739726027397,0.5575913242009133,0.9732987944604962,1.7371836673744798,1.0,0.23661701695127296,16.468396033530976,0.9935467880811686,0.9687623958746531,0.9392776322621875,0.9842553467005009,1.5308901186614094
frozenset({'flow_Link_32_flow_Link_32_bin4'}),"frozenset({'flow_Link_29_flow_Link_29_bin0', 'leak_label=0.0', 'flow_Link_11_flow_Link_11_bin0'})",0.5755707762557077,0.5575913242009133,0.5575913242009133,0.9687623958746531,1.737405791352638,1.0,0.23665805289714564,14.1626955135175,1.0000000000000002,0.9687623958746531,0.9293919720970096,0.9843811979373265,1.5263537200755664
frozenset({'flow_Link_32_flow_Link_32_bin4'}),"frozenset({'flow_Link_29_flow_Link_29_bin0', 'leak_label=0.0'})",0.5755707762557077,0.5575913242009133,0.5575913242009133,0.9687623958746531,1.737405791352638,1.0,0.23665805289714564,14.1626955135175,1.0000000000000002,0.9687623958746531,0.9293919720970096,0.9843811979373265,1.5263537200755664
"frozenset({'flow_Link_11_flow_Link_11_bin0', 'flow_Link_30_flow_Link_30_bin4'})",frozenset({'leak_label=0.0'}),0.4003995433789954,0.5602739726027397,0.4003995433789954,1.0,1.7848410757946211,1.0,0.17606610058172265,inf,0.7333650642551166,0.7146495517522412,1.0,0.8573247758761207,1.4003995433789953
"frozenset({'flow_Link_32_flow_Link_32_bin4', 'flow_Link_11_flow_Link_11_bin0', 'flow_Link_30_flow_Link_30_bin4'})",frozenset({'leak_label=0.0'}),0.4003995433789954,0.5602739726027397,0.4003995433789954,1.0,1.7848410757946211,1.0,0.17606610058172265,inf,0.7333650642551166,0.7146495517522412,1.0,0.8573247758761207,1.4003995433789953
"frozenset({'flow_Link_11_flow_Link_11_bin0', 'flow_Link_30_flow_Link_30_bin4'})","frozenset({'flow_Link_32_flow_Link_32_bin4', 'leak_label=0.0'})",0.4003995433789954,0.5602739726027397,0.4003995433789954,1.0,1.7848410757946211,1.0,0.17606610058172265,inf,0.7333650642551166,0.7146495517522412,1.0,0.8573247758761207,1.4003995433789953
"frozenset({'flow_Link_29_flow_Link_29_bin0', 'flow_Link_11_flow_Link_11_bin0', 'flow_Link_30_flow_Link_30_bin4'})",frozenset({'leak_label=0.0'}),0.39771689497716894,0.5602739726027397,0.39771689497716894,1.0,1.7848410757946211,1.0,0.1748864702570839,inf,0.7300985595147841,0.7098614506927465,1.0,0.8549307253463733,1.397716894977169
