antecedents,consequent,support,confidence,zhangs_metric,rule_coverage
"['demand_Node_22__(83.52, 123.84]']",leak_label__1.0,0.09,0.356,-0.239,0.252
"['flow_Link_2__(3857.04, 5672.88]']",leak_label__1.0,0.089,0.33,-0.314,0.271
"['flow_Link_2__(5672.88, 7488.72]']",leak_label__1.0,0.105,0.318,-0.364,0.33
"['flow_Link_2__(7488.72, 9304.56]']",leak_label__1.0,0.211,0.924,0.679,0.228
"['flow_Link_2__(9304.56, 11120.4]']",leak_label__1.0,0.035,1.0,0.581,0.035
"['demand_Node_18__(249.12, 383.04]']",leak_label__1.0,0.08,0.386,-0.148,0.206
"['demand_Node_18__(383.04, 516.96]']",leak_label__1.0,0.17,0.4,-0.148,0.426
"['demand_Node_18__(516.96, 650.88]']",leak_label__1.0,0.102,0.637,0.369,0.16
"['pressure_Node_3__(63.145, 64.767]']",leak_label__1.0,0.09,0.995,0.614,0.091
"['pressure_Node_3__(64.767, 66.388]']",leak_label__1.0,0.184,0.812,0.593,0.227
"['pressure_Node_3__(66.388, 68.01]']",leak_label__1.0,0.096,0.245,-0.565,0.392
"['flow_Link_29__(1202.4, 1483.2]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(77.796, 360.0]']",leak_label__1.0,0.015,0.027,-0.973,0.573
"['flow_Link_30__(-301.68, -160.56]']",leak_label__1.0,0.144,1.0,0.655,0.144
"['flow_Link_30__(-443.506, -301.68]']",leak_label__1.0,0.28,1.0,0.779,0.28
"['flow_Link_30__(121.68, 262.8]']",leak_label__1.0,0.012,0.029,-0.961,0.412
"['flow_Link_32__(-580.183, -462.96]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['pressure_Node_10__(52.241, 56.47]']",leak_label__1.0,0.019,1.0,0.571,0.019
"['pressure_Node_10__(56.47, 60.698]']",leak_label__1.0,0.129,0.901,0.598,0.144
"['pressure_Node_10__(60.698, 64.927]']",leak_label__1.0,0.178,0.4,-0.153,0.446
"['pressure_Node_10__(64.927, 69.155]']",leak_label__1.0,0.11,0.283,-0.475,0.388
"['demand_Node_24__(154.08, 225.36]']",leak_label__1.0,0.088,0.375,-0.183,0.235
"['demand_Node_24__(225.36, 296.64]']",leak_label__1.0,0.192,0.43,-0.039,0.446
"['demand_Node_24__(296.64, 367.92]']",leak_label__1.0,0.076,0.669,0.387,0.114
"['demand_Node_9__(138.96, 181.44]']",leak_label__1.0,0.182,0.403,-0.143,0.452
"['demand_Node_9__(181.44, 223.92]']",leak_label__1.0,0.101,0.69,0.425,0.146
"['demand_Node_9__(96.48, 138.96]']",leak_label__1.0,0.088,0.39,-0.141,0.225
"['demand_Node_2_BaseDemand__(245.002, 245.1]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['demand_Node_2_PatternMean__(-0.0002, 0.0002]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['demand_Node_2_PatternStd__(-0.0002, 0.0002]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['flow_Link_13_diameter__(348.15, 348.29]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['flow_Link_13_length__(853.736, 854.078]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['flow_Link_17_diameter__(481.258, 481.451]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['flow_Link_17_length__(2002.388, 2003.189]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['demand_Node_7_BaseDemand__(396.552, 396.71]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['demand_Node_7_PatternMean__(-0.0002, 0.0002]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['demand_Node_7_PatternStd__(-0.0002, 0.0002]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['pressure_Node_20_Elevation__(29.994, 30.006]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['flow_Link_9_diameter__(1055.554, 1055.976]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['flow_Link_9_length__(766.543, 766.85]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['flow_Link_26_diameter__(587.195, 587.43]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['flow_Link_26_length__(777.514, 777.825]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['flow_Link_23_diameter__(1005.833, 1006.235]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['flow_Link_23_length__(2795.416, 2796.534]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['flow_Link_11_diameter__(748.985, 749.285]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['flow_Link_11_length__(1372.654, 1373.203]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['demand_Node_3_BaseDemand__(235.181, 235.275]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['demand_Node_3_PatternMean__(-0.0002, 0.0002]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['demand_Node_3_PatternStd__(-0.0002, 0.0002]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['demand_Node_22_BaseDemand__(122.315, 122.364]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['demand_Node_22_PatternMean__(-0.0002, 0.0002]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['demand_Node_22_PatternStd__(-0.0002, 0.0002]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['flow_Link_2_diameter__(1139.933, 1140.389]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['flow_Link_2_length__(1215.62, 1216.106]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['demand_Node_18_BaseDemand__(398.568, 398.728]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['demand_Node_18_PatternMean__(-0.0002, 0.0002]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['demand_Node_18_PatternStd__(-0.0002, 0.0002]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['pressure_Node_3_Elevation__(29.994, 30.006]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['flow_Link_29_diameter__(409.442, 409.606]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['flow_Link_29_length__(1625.084, 1625.735]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['flow_Link_30_diameter__(438.308, 438.484]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['flow_Link_30_length__(1904.169, 1904.931]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['flow_Link_32_diameter__(322.652, 322.781]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['flow_Link_32_length__(156.591, 156.653]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['pressure_Node_10_Elevation__(29.994, 30.006]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['demand_Node_24_BaseDemand__(225.391, 225.481]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['demand_Node_24_PatternMean__(-0.0002, 0.0002]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['demand_Node_24_PatternStd__(-0.0002, 0.0002]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['demand_Node_9_BaseDemand__(143.297, 143.354]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['demand_Node_9_PatternMean__(-0.0002, 0.0002]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['demand_Node_9_PatternStd__(-0.0002, 0.0002]']",leak_label__1.0,0.44,0.44,0.0,1.0
"['demand_Node_2__(111.272, 177.12]', 'flow_Link_13__(226.8, 378.0]']",leak_label__1.0,0.008,1.0,0.565,0.008
"['demand_Node_2__(111.272, 177.12]', 'flow_Link_13__(75.6, 226.8]']",leak_label__1.0,0.057,0.33,-0.286,0.173
"['demand_Node_2__(177.12, 242.64]', 'flow_Link_13__(226.8, 378.0]']",leak_label__1.0,0.089,0.709,0.435,0.126
"['demand_Node_2__(177.12, 242.64]', 'flow_Link_13__(378.0, 529.2]']",leak_label__1.0,0.0,1.0,0.56,0.0
"['demand_Node_2__(177.12, 242.64]', 'flow_Link_13__(75.6, 226.8]']",leak_label__1.0,0.005,0.04,-0.92,0.134
"['demand_Node_2__(242.64, 308.16]', 'flow_Link_13__(226.8, 378.0]']",leak_label__1.0,0.119,0.355,-0.264,0.336
"['demand_Node_2__(242.64, 308.16]', 'flow_Link_13__(378.0, 529.2]']",leak_label__1.0,0.057,1.0,0.594,0.057
"['demand_Node_2__(242.64, 308.16]', 'flow_Link_13__(75.6, 226.8]']",leak_label__1.0,0.0,0.0,-1.0,0.017
"['demand_Node_2__(308.16, 373.68]', 'flow_Link_13__(226.8, 378.0]']",leak_label__1.0,0.003,0.066,-0.855,0.046
"['demand_Node_2__(308.16, 373.68]', 'flow_Link_13__(378.0, 529.2]']",leak_label__1.0,0.077,0.996,0.605,0.077
"['demand_Node_2__(308.16, 373.68]', 'flow_Link_13__(75.6, 226.8]']",leak_label__1.0,0.0,0.0,0.0,0.0
"['demand_Node_2__(111.272, 177.12]', 'flow_Link_17__(-448.56, -301.68]']",leak_label__1.0,0.063,0.969,0.584,0.065
"['demand_Node_2__(111.272, 177.12]', 'flow_Link_17__(-595.44, -448.56]']",leak_label__1.0,0.0,1.0,0.56,0.0
"['demand_Node_2__(177.12, 242.64]', 'flow_Link_17__(-448.56, -301.68]']",leak_label__1.0,0.04,0.235,-0.513,0.169
"['demand_Node_2__(177.12, 242.64]', 'flow_Link_17__(-595.44, -448.56]']",leak_label__1.0,0.059,0.756,0.454,0.078
"['demand_Node_2__(177.12, 242.64]', 'flow_Link_17__(-742.32, -595.44]']",leak_label__1.0,0.001,1.0,0.561,0.001
"['demand_Node_2__(242.64, 308.16]', 'flow_Link_17__(-448.56, -301.68]']",leak_label__1.0,0.0,0.0,-1.0,0.032
"['demand_Node_2__(242.64, 308.16]', 'flow_Link_17__(-595.44, -448.56]']",leak_label__1.0,0.065,0.246,-0.518,0.264
"['demand_Node_2__(242.64, 308.16]', 'flow_Link_17__(-742.32, -595.44]']",leak_label__1.0,0.118,0.975,0.624,0.121
"['demand_Node_2__(308.16, 373.68]', 'flow_Link_17__(-448.56, -301.68]']",leak_label__1.0,0.0,0.0,0.0,0.0
"['demand_Node_2__(308.16, 373.68]', 'flow_Link_17__(-595.44, -448.56]']",leak_label__1.0,0.0,0.005,-0.989,0.023
"['demand_Node_2__(308.16, 373.68]', 'flow_Link_17__(-742.32, -595.44]']",leak_label__1.0,0.061,0.748,0.449,0.082
"['demand_Node_2__(308.16, 373.68]', 'flow_Link_17__(-889.934, -742.32]']",leak_label__1.0,0.019,1.0,0.571,0.019
"['demand_Node_2__(111.272, 177.12]', 'demand_Node_7__(267.84, 380.88]']",leak_label__1.0,0.012,0.482,0.09,0.024
"['demand_Node_2__(177.12, 242.64]', 'demand_Node_7__(267.84, 380.88]']",leak_label__1.0,0.069,0.384,-0.151,0.18
"['demand_Node_2__(177.12, 242.64]', 'demand_Node_7__(380.88, 493.92]']",leak_label__1.0,0.026,0.347,-0.223,0.074
"['demand_Node_2__(177.12, 242.64]', 'demand_Node_7__(493.92, 606.96]']",leak_label__1.0,0.0,0.0,-1.0,0.0
"['demand_Node_2__(242.64, 308.16]', 'demand_Node_7__(267.84, 380.88]']",leak_label__1.0,0.006,0.311,-0.297,0.02
"['demand_Node_2__(242.64, 308.16]', 'demand_Node_7__(380.88, 493.92]']",leak_label__1.0,0.135,0.406,-0.112,0.333
"['demand_Node_2__(242.64, 308.16]', 'demand_Node_7__(493.92, 606.96]']",leak_label__1.0,0.041,0.653,0.349,0.063
"['demand_Node_2__(308.16, 373.68]', 'demand_Node_7__(267.84, 380.88]']",leak_label__1.0,0.0,0.0,0.0,0.0
"['demand_Node_2__(308.16, 373.68]', 'demand_Node_7__(380.88, 493.92]']",leak_label__1.0,0.012,0.516,0.152,0.023
"['demand_Node_2__(308.16, 373.68]', 'demand_Node_7__(493.92, 606.96]']",leak_label__1.0,0.06,0.656,0.363,0.092
"['demand_Node_2__(111.272, 177.12]', 'pressure_Node_20__(58.359, 62.005]']",leak_label__1.0,0.0,0.0,0.0,0.0
"['demand_Node_2__(111.272, 177.12]', 'pressure_Node_20__(62.005, 65.65]']",leak_label__1.0,0.063,1.0,0.598,0.063
"['demand_Node_2__(177.12, 242.64]', 'pressure_Node_20__(54.714, 58.359]']",leak_label__1.0,0.0,0.0,0.0,0.0
"['demand_Node_2__(177.12, 242.64]', 'pressure_Node_20__(58.359, 62.005]']",leak_label__1.0,0.041,1.0,0.584,0.041
"['demand_Node_2__(177.12, 242.64]', 'pressure_Node_20__(62.005, 65.65]']",leak_label__1.0,0.059,0.651,0.357,0.09
"['demand_Node_2__(242.64, 308.16]', 'pressure_Node_20__(54.714, 58.359]']",leak_label__1.0,0.063,1.0,0.598,0.063
"['demand_Node_2__(242.64, 308.16]', 'pressure_Node_20__(58.359, 62.005]']",leak_label__1.0,0.116,0.99,0.63,0.117
"['demand_Node_2__(242.64, 308.16]', 'pressure_Node_20__(62.005, 65.65]']",leak_label__1.0,0.004,0.018,-0.968,0.218
"['demand_Node_2__(308.16, 373.68]', 'pressure_Node_20__(54.714, 58.359]']",leak_label__1.0,0.069,1.0,0.602,0.069
"['demand_Node_2__(308.16, 373.68]', 'pressure_Node_20__(58.359, 62.005]']",leak_label__1.0,0.002,0.115,-0.742,0.016
"['demand_Node_2__(308.16, 373.68]', 'pressure_Node_20__(62.005, 65.65]']",leak_label__1.0,0.0,0.0,-1.0,0.03
"['demand_Node_2__(111.272, 177.12]', 'flow_Link_9__(328.172, 936.72]']",leak_label__1.0,0.065,0.359,-0.215,0.182
"['demand_Node_2__(177.12, 242.64]', 'flow_Link_9__(328.172, 936.72]']",leak_label__1.0,0.062,0.314,-0.333,0.197
"['demand_Node_2__(177.12, 242.64]', 'flow_Link_9__(936.72, 1542.24]']",leak_label__1.0,0.033,0.521,0.167,0.063
"['demand_Node_2__(242.64, 308.16]', 'flow_Link_9__(328.172, 936.72]']",leak_label__1.0,0.001,0.05,-0.888,0.024
"['demand_Node_2__(242.64, 308.16]', 'flow_Link_9__(936.72, 1542.24]']",leak_label__1.0,0.176,0.454,0.051,0.387
"['demand_Node_2__(308.16, 373.68]', 'flow_Link_9__(328.172, 936.72]']",leak_label__1.0,0.0,0.0,0.0,0.0
"['demand_Node_2__(308.16, 373.68]', 'flow_Link_9__(936.72, 1542.24]']",leak_label__1.0,0.074,0.628,0.34,0.118
"['demand_Node_2__(111.272, 177.12]', 'flow_Link_26__(-166.32, -30.96]']",leak_label__1.0,0.0,0.0,-1.0,0.099
"['demand_Node_2__(177.12, 242.64]', 'flow_Link_26__(-166.32, -30.96]']",leak_label__1.0,0.042,0.95,0.562,0.044
"['demand_Node_2__(177.12, 242.64]', 'flow_Link_26__(-301.68, -166.32]']",leak_label__1.0,0.0,0.0,-1.0,0.153
"['demand_Node_2__(177.12, 242.64]', 'flow_Link_26__(-437.04, -301.68]']",leak_label__1.0,0.003,0.208,-0.531,0.012
"['demand_Node_2__(242.64, 308.16]', 'flow_Link_26__(-166.32, -30.96]']",leak_label__1.0,0.158,1.0,0.665,0.158
"['demand_Node_2__(242.64, 308.16]', 'flow_Link_26__(-301.68, -166.32]']",leak_label__1.0,0.019,0.224,-0.512,0.083
"['demand_Node_2__(242.64, 308.16]', 'flow_Link_26__(-437.04, -301.68]']",leak_label__1.0,0.0,0.001,-0.998,0.169
"['demand_Node_2__(308.16, 373.68]', 'flow_Link_26__(-166.32, -30.96]']",leak_label__1.0,0.022,1.0,0.573,0.022
"['demand_Node_2__(308.16, 373.68]', 'flow_Link_26__(-301.68, -166.32]']",leak_label__1.0,0.057,0.998,0.594,0.058
"['demand_Node_2__(308.16, 373.68]', 'flow_Link_26__(-437.04, -301.68]']",leak_label__1.0,0.0,0.003,-0.994,0.042
"['demand_Node_2__(111.272, 177.12]', 'flow_Link_23__(1780.56, 2431.44]']",leak_label__1.0,0.057,1.0,0.594,0.057
"['demand_Node_2__(111.272, 177.12]', 'flow_Link_23__(2431.44, 3082.32]']",leak_label__1.0,0.009,1.0,0.565,0.009
"['demand_Node_2__(177.12, 242.64]', 'flow_Link_23__(1129.68, 1780.56]']",leak_label__1.0,0.005,0.046,-0.905,0.113
"['demand_Node_2__(177.12, 242.64]', 'flow_Link_23__(1780.56, 2431.44]']",leak_label__1.0,0.004,1.0,0.563,0.004
"['demand_Node_2__(177.12, 242.64]', 'flow_Link_23__(2431.44, 3082.32]']",leak_label__1.0,0.09,1.0,0.616,0.09
"['demand_Node_2__(177.12, 242.64]', 'flow_Link_23__(3082.32, 3733.2]']",leak_label__1.0,0.0,1.0,0.56,0.0
"['demand_Node_2__(242.64, 308.16]', 'flow_Link_23__(1129.68, 1780.56]']",leak_label__1.0,0.005,0.022,-0.961,0.229
"['demand_Node_2__(242.64, 308.16]', 'flow_Link_23__(1780.56, 2431.44]']",leak_label__1.0,0.001,0.087,-0.804,0.011
"['demand_Node_2__(242.64, 308.16]', 'flow_Link_23__(2431.44, 3082.32]']",leak_label__1.0,0.103,1.0,0.625,0.103
"['demand_Node_2__(242.64, 308.16]', 'flow_Link_23__(3082.32, 3733.2]']",leak_label__1.0,0.074,1.0,0.605,0.074
"['demand_Node_2__(308.16, 373.68]', 'flow_Link_23__(1129.68, 1780.56]']",leak_label__1.0,0.0,0.0,-1.0,0.012
"['demand_Node_2__(308.16, 373.68]', 'flow_Link_23__(1780.56, 2431.44]']",leak_label__1.0,0.0,0.005,-0.988,0.032
"['demand_Node_2__(308.16, 373.68]', 'flow_Link_23__(2431.44, 3082.32]']",leak_label__1.0,0.001,1.0,0.561,0.001
"['demand_Node_2__(308.16, 373.68]', 'flow_Link_23__(3082.32, 3733.2]']",leak_label__1.0,0.079,1.0,0.608,0.079
"['demand_Node_2__(111.272, 177.12]', 'flow_Link_11__(148.37, 717.12]']",leak_label__1.0,0.065,0.359,-0.215,0.182
"['demand_Node_2__(177.12, 242.64]', 'flow_Link_11__(148.37, 717.12]']",leak_label__1.0,0.095,0.364,-0.22,0.26
"['demand_Node_2__(242.64, 308.16]', 'flow_Link_11__(148.37, 717.12]']",leak_label__1.0,0.177,0.43,-0.035,0.411
"['demand_Node_2__(308.16, 373.68]', 'flow_Link_11__(148.37, 717.12]']",leak_label__1.0,0.08,0.646,0.364,0.123
"['demand_Node_2__(111.272, 177.12]', 'demand_Node_3__(151.92, 224.64]']",leak_label__1.0,0.005,0.324,-0.266,0.014
"['demand_Node_2__(111.272, 177.12]', 'demand_Node_3__(297.36, 370.08]']",leak_label__1.0,0.0,0.0,0.0,0.0
"['demand_Node_2__(177.12, 242.64]', 'demand_Node_3__(151.92, 224.64]']",leak_label__1.0,0.064,0.4,-0.105,0.161
"['demand_Node_2__(177.12, 242.64]', 'demand_Node_3__(224.64, 297.36]']",leak_label__1.0,0.026,0.295,-0.351,0.087
"['demand_Node_2__(177.12, 242.64]', 'demand_Node_3__(297.36, 370.08]']",leak_label__1.0,0.0,0.5,0.121,0.0
"['demand_Node_2__(242.64, 308.16]', 'demand_Node_3__(151.92, 224.64]']",leak_label__1.0,0.007,0.453,0.03,0.016
"['demand_Node_2__(242.64, 308.16]', 'demand_Node_3__(224.64, 297.36]']",leak_label__1.0,0.134,0.408,-0.104,0.327
"['demand_Node_2__(242.64, 308.16]', 'demand_Node_3__(297.36, 370.08]']",leak_label__1.0,0.042,0.573,0.25,0.073
"['demand_Node_2__(308.16, 373.68]', 'demand_Node_3__(151.92, 224.64]']",leak_label__1.0,0.0,0.0,0.0,0.0
"['demand_Node_2__(308.16, 373.68]', 'demand_Node_3__(224.64, 297.36]']",leak_label__1.0,0.011,0.573,0.238,0.02
"['demand_Node_2__(308.16, 373.68]', 'demand_Node_3__(297.36, 370.08]']",leak_label__1.0,0.063,0.651,0.36,0.096
"['demand_Node_2__(111.272, 177.12]', 'demand_Node_22__(164.16, 204.48]']",leak_label__1.0,0.0,0.0,0.0,0.0
"['demand_Node_2__(177.12, 242.64]', 'demand_Node_22__(123.84, 164.16]']",leak_label__1.0,0.014,0.349,-0.213,0.041
"['demand_Node_2__(177.12, 242.64]', 'demand_Node_22__(164.16, 204.48]']",leak_label__1.0,0.0,0.0,0.0,0.0
"['demand_Node_2__(177.12, 242.64]', 'demand_Node_22__(83.52, 123.84]']",leak_label__1.0,0.07,0.365,-0.201,0.193
"['demand_Node_2__(242.64, 308.16]', 'demand_Node_22__(123.84, 164.16]']",leak_label__1.0,0.149,0.439,-0.004,0.339
"['demand_Node_2__(242.64, 308.16]', 'demand_Node_22__(164.16, 204.48]']",leak_label__1.0,0.016,0.69,0.371,0.024
"['demand_Node_2__(242.64, 308.16]', 'demand_Node_22__(83.52, 123.84]']",leak_label__1.0,0.018,0.327,-0.267,0.054
"['demand_Node_2__(308.16, 373.68]', 'demand_Node_22__(123.84, 164.16]']",leak_label__1.0,0.025,0.534,0.185,0.047
"['demand_Node_2__(308.16, 373.68]', 'demand_Node_22__(164.16, 204.48]']",leak_label__1.0,0.053,0.709,0.41,0.074
"['demand_Node_2__(308.16, 373.68]', 'demand_Node_22__(83.52, 123.84]']",leak_label__1.0,0.0,0.667,0.34,0.0
"['demand_Node_2__(111.272, 177.12]', 'flow_Link_2__(3857.04, 5672.88]']",leak_label__1.0,0.067,0.978,0.591,0.069
"['demand_Node_2__(111.272, 177.12]', 'flow_Link_2__(5672.88, 7488.72]']",leak_label__1.0,0.001,1.0,0.561,0.001
"['demand_Node_2__(177.12, 242.64]', 'flow_Link_2__(3857.04, 5672.88]']",leak_label__1.0,0.022,0.143,-0.711,0.155
"['demand_Node_2__(177.12, 242.64]', 'flow_Link_2__(5672.88, 7488.72]']",leak_label__1.0,0.071,0.869,0.538,0.082
"['demand_Node_2__(177.12, 242.64]', 'flow_Link_2__(7488.72, 9304.56]']",leak_label__1.0,0.007,1.0,0.564,0.007
"['demand_Node_2__(242.64, 308.16]', 'flow_Link_2__(3857.04, 5672.88]']",leak_label__1.0,0.0,0.0,-1.0,0.047
"['demand_Node_2__(242.64, 308.16]', 'flow_Link_2__(5672.88, 7488.72]']",leak_label__1.0,0.032,0.149,-0.715,0.217
"['demand_Node_2__(242.64, 308.16]', 'flow_Link_2__(7488.72, 9304.56]']",leak_label__1.0,0.15,0.991,0.655,0.151
"['demand_Node_2__(242.64, 308.16]', 'flow_Link_2__(9304.56, 11120.4]']",leak_label__1.0,0.001,1.0,0.561,0.001
"['demand_Node_2__(308.16, 373.68]', 'flow_Link_2__(3857.04, 5672.88]']",leak_label__1.0,0.0,0.0,0.0,0.0
"['demand_Node_2__(308.16, 373.68]', 'flow_Link_2__(5672.88, 7488.72]']",leak_label__1.0,0.0,0.0,-1.0,0.029
"['demand_Node_2__(308.16, 373.68]', 'flow_Link_2__(7488.72, 9304.56]']",leak_label__1.0,0.054,0.785,0.472,0.069
"['demand_Node_2__(308.16, 373.68]', 'flow_Link_2__(9304.56, 11120.4]']",leak_label__1.0,0.026,1.0,0.575,0.026
"['demand_Node_2__(111.272, 177.12]', 'demand_Node_18__(249.12, 383.04]']",leak_label__1.0,0.004,0.385,-0.127,0.011
"['demand_Node_2__(177.12, 242.64]', 'demand_Node_18__(249.12, 383.04]']",leak_label__1.0,0.068,0.389,-0.138,0.175
"['demand_Node_2__(177.12, 242.64]', 'demand_Node_18__(383.04, 516.96]']",leak_label__1.0,0.021,0.299,-0.335,0.071
"['demand_Node_2__(177.12, 242.64]', 'demand_Node_18__(516.96, 650.88]']",leak_label__1.0,0.0,1.0,0.56,0.0
"['demand_Node_2__(242.64, 308.16]', 'demand_Node_18__(249.12, 383.04]']",leak_label__1.0,0.007,0.37,-0.162,0.02
"['demand_Node_2__(242.64, 308.16]', 'demand_Node_18__(383.04, 516.96]']",leak_label__1.0,0.136,0.41,-0.1,0.333
"['demand_Node_2__(242.64, 308.16]', 'demand_Node_18__(516.96, 650.88]']",leak_label__1.0,0.039,0.614,0.302,0.063
"['demand_Node_2__(308.16, 373.68]', 'demand_Node_18__(249.12, 383.04]']",leak_label__1.0,0.0,0.0,0.0,0.0
"['demand_Node_2__(308.16, 373.68]', 'demand_Node_18__(383.04, 516.96]']",leak_label__1.0,0.013,0.582,0.249,0.022
"['demand_Node_2__(308.16, 373.68]', 'demand_Node_18__(516.96, 650.88]']",leak_label__1.0,0.06,0.646,0.352,0.093
"['demand_Node_2__(111.272, 177.12]', 'pressure_Node_3__(63.145, 64.767]']",leak_label__1.0,0.0,0.0,0.0,0.0
"['demand_Node_2__(111.272, 177.12]', 'pressure_Node_3__(66.388, 68.01]']",leak_label__1.0,0.014,1.0,0.568,0.014
"['demand_Node_2__(177.12, 242.64]', 'pressure_Node_3__(63.145, 64.767]']",leak_label__1.0,0.0,0.0,0.0,0.0
