antecedent,consequent,support,confidence
"pressure_Node_22=(60.113, 63.898]",class=0,1.7495701259877818e-05,0.43766713357952375
"pressure_Node_15=(63.802, 68.956]",class=0,1.747533966399783e-05,0.4371577740990704
"pressure_Node_4=(66.788, 69.425]",class=0,1.731753729592794e-05,0.4332102381255571
"pressure_Node_14=(63.882, 68.959]",class=0,1.726154290725798e-05,0.43180949955431047
"pressure_Node_18=(66.533, 69.444]",class=0,1.7236090912408e-05,0.43117280020374377
"pressure_Node_17=(64.733, 69.132]",class=0,1.7169915725798044e-05,0.42951738189227046
"pressure_Node_21=(60.696, 64.276]",class=0,1.7139373331978064e-05,0.4287533426715905
"pressure_Node_5=(66.343, 69.335]",class=0,1.7052836549488124e-05,0.42658856487966385
"pressure_Node_6=(65.92, 69.251]",class=0,1.6910305378328225e-05,0.42302304851649053
"pressure_Node_7=(65.836, 69.235]",class=0,1.6879762984508248e-05,0.4222590092958105
"pressure_Node_8=(65.614, 69.195]",class=0,1.6808497398928295e-05,0.4204762511142239
"pressure_Node_9=(65.431, 69.163]",class=0,1.6752503010258336e-05,0.4190755125429772
"pressure_Node_10=(65.381, 69.155]",class=0,1.6737231813348345e-05,0.4186934929326372
"pressure_Node_11=(65.281, 69.135]",class=0,1.6676147025708388e-05,0.4171654144912772
"pressure_Node_28=(27.39, 63.172]",class=0,1.6660875828798398e-05,0.41678339488093724
"pressure_Node_29=(29.221, 62.788]",class=0,1.6660875828798398e-05,0.41678339488093724
"pressure_Node_12=(65.19, 69.117]",class=0,1.661506223806843e-05,0.4156373360499172
"pressure_Node_13=(64.885, 69.068]",class=0,1.6452169471028544e-05,0.4115624602062906
"pressure_Node_30=(54.901, 62.192]",class=0,1.6391084683388587e-05,0.4100343817649306
"pressure_Node_31=(56.033, 62.209]",class=0,1.6121293537978775e-05,0.403285368648924
"pressure_Node_27=(57.609, 62.494]",class=0,1.5999123962698857e-05,0.400229211766204
"pressure_Node_20=(62.201, 65.266]",class=0,1.5922767978148913e-05,0.398319113714504
"pressure_Node_23=(60.355, 64.397]",class=0,1.5836231195658974e-05,0.39615433592257737
"pressure_Node_25=(57.532, 62.493]",class=0,1.5739513615229042e-05,0.39373487839042404
"pressure_Node_26=(57.443, 62.407]",class=0,1.5739513615229042e-05,0.39373487839042404
"pressure_Node_32=(56.961, 62.271]",class=0,1.5739513615229042e-05,0.39373487839042404
"pressure_Node_24=(58.661, 63.201]",class=0,1.5734423216259044e-05,0.3936075385203107
